1,0,0,OFF
1,0,1,OFF
1,0,2,OFF
1,0,3,OFF
1,0,4,OFF
1,0,5,OFF
1,0,6,OFF
1,0,7,OFF
1,0,8,OFF
1,0,9,OFF
1,0,10,OFF
1,0,11,OFF
1,0,12,OFF
1,0,13,OFF
1,0,14,OFF
1,0,15,OFF
1,0,16,OFF
1,0,17,OFF
1,0,18,OFF
1,0,19,OFF
1,0,20,OFF
1,0,21,OFF
1,0,22,OFF
1,0,23,OFF
1,0,24,OFF
1,0,25,OFF
1,0,26,OFF
1,0,27,OFF
1,0,28,OFF
1,0,29,OFF
1,0,30,OFF
1,0,31,OFF
1,0,32,OFF
1,0,33,OFF
1,0,34,OFF
1,0,35,OFF
1,0,36,OFF
1,0,37,OFF
1,0,38,OFF
1,0,39,OFF
1,0,40,OFF
1,0,41,OFF
1,0,42,OFF
1,0,43,OFF
1,0,44,OFF
1,0,45,OFF
1,0,46,OFF
1,0,47,OFF
1,0,48,OFF
1,0,49,OFF
1,0,50,OFF
1,0,51,OFF
1,0,52,OFF
1,0,53,OFF
1,0,54,OFF
1,0,55,OFF
1,0,56,OFF
1,0,57,OFF
1,0,58,OFF
1,0,59,OFF
1,1,0,OFF
1,1,1,OFF
1,1,2,OFF
1,1,3,OFF
1,1,4,OFF
1,1,5,OFF
1,1,6,OFF
1,1,7,OFF
1,1,8,OFF
1,1,9,OFF
1,1,10,OFF
1,1,11,OFF
1,1,12,OFF
1,1,13,OFF
1,1,14,OFF
1,1,15,OFF
1,1,16,OFF
1,1,17,OFF
1,1,18,OFF
1,1,19,OFF
1,1,20,OFF
1,1,21,OFF
1,1,22,OFF
1,1,23,OFF
1,1,24,OFF
1,1,25,OFF
1,1,26,OFF
1,1,27,OFF
1,1,28,OFF
1,1,29,OFF
1,1,30,OFF
1,1,31,OFF
1,1,32,OFF
1,1,33,OFF
1,1,34,OFF
1,1,35,OFF
1,1,36,OFF
1,1,37,OFF
1,1,38,OFF
1,1,39,OFF
1,1,40,OFF
1,1,41,OFF
1,1,42,OFF
1,1,43,OFF
1,1,44,OFF
1,1,45,OFF
1,1,46,OFF
1,1,47,OFF
1,1,48,OFF
1,1,49,OFF
1,1,50,OFF
1,1,51,OFF
1,1,52,OFF
1,1,53,OFF
1,1,54,OFF
1,1,55,OFF
1,1,56,OFF
1,1,57,OFF
1,1,58,OFF
1,1,59,OFF
1,2,0,OFF
1,2,1,OFF
1,2,2,OFF
1,2,3,OFF
1,2,4,OFF
1,2,5,OFF
1,2,6,OFF
1,2,7,OFF
1,2,8,OFF
1,2,9,OFF
1,2,10,OFF
1,2,11,OFF
1,2,12,OFF
1,2,13,OFF
1,2,14,OFF
1,2,15,OFF
1,2,16,OFF
1,2,17,OFF
1,2,18,OFF
1,2,19,OFF
1,2,20,OFF
1,2,21,OFF
1,2,22,OFF
1,2,23,OFF
1,2,24,OFF
1,2,25,OFF
1,2,26,OFF
1,2,27,OFF
1,2,28,OFF
1,2,29,OFF
1,2,30,OFF
1,2,31,OFF
1,2,32,OFF
1,2,33,OFF
1,2,34,OFF
1,2,35,OFF
1,2,36,OFF
1,2,37,OFF
